geneid	a1	a2	a3	b1	b2	b3
"Zm00001d010724"	200.00	231.00	207.00	431.00	413.00	316.00
"Zm00001d010725"	16.00	28.00	44.00	40.00	64.00	56.00
"Zm00001d010726"	0.00	2.00	0.00	18.00	21.00	14.00
"Zm00001d010727"	13.00	28.00	20.00	126.00	154.00	115.00
"Zm00001d010728"	9.00	5.00	18.00	29.00	31.00	59.00
"Zm00001d010730"	70.00	114.00	136.00	105.00	106.00	75.00
"Zm00001d010731"	13.00	6.00	6.00	76.00	65.00	48.00
"Zm00001d010732"	4.00	9.00	3.00	2.00	3.00	0.00
"Zm00001d010733"	855.00	1003.00	1126.00	1234.00	1689.00	1228.00
"Zm00001d010735"	0.00	1.00	0.00	1.00	16.00	6.00
"Zm00001d010738"	1.40	0.00	1.23	3.71	0.00	0.00
"Zm00001d010740"	0.00	0.00	0.00	4.00	0.00	1.00
"Zm00001d010743"	13.00	25.00	15.00	72.00	149.00	106.00
"Zm00001d010744"	743.00	772.00	779.00	1060.00	1329.00	925.00
"Zm00001d010751"	753.00	848.00	728.00	87.00	179.00	134.00
"Zm00001d010752"	581.00	474.00	436.00	67.00	47.00	45.00
"Zm00001d010753"	3.00	2.00	17.00	0.00	0.00	0.00
"Zm00001d010754"	169.00	198.00	301.00	23.00	30.00	28.00
"Zm00001d010755"	269.00	339.00	271.00	179.00	146.00	108.00
"Zm00001d010756"	9.00	15.00	12.00	23.00	31.00	28.00
"Zm00001d010758"	38.00	55.00	68.00	44.00	41.00	37.00
"Zm00001d010759"	77.00	84.00	121.00	107.00	159.00	94.00
"Zm00001d010771"	0.00	0.00	0.00	2.00	1.00	1.00
"Zm00001d010782"	26.00	49.00	55.00	74.95	66.00	62.00
"Zm00001d010783"	6.00	22.00	11.00	104.00	93.00	55.00
"Zm00001d010784"	95.00	132.00	166.00	50.00	50.00	47.00
"Zm00001d010785"	77.00	76.00	82.00	8.00	6.00	7.00
"Zm00001d010786"	0.00	0.00	0.00	0.00	2.00	0.00
"Zm00001d010787"	4.00	7.00	0.00	4.00	0.00	3.00
"Zm00001d010788"	284.00	372.00	435.00	171.00	165.00	222.00
"Zm00001d010790"	292.00	339.01	276.00	204.00	205.00	189.00
"Zm00001d010791"	348.00	305.00	419.00	182.00	248.00	312.00
"Zm00001d010792"	4.00	0.00	0.00	3.00	3.00	0.00
"Zm00001d010793"	0.00	0.00	11.00	0.00	3.00	6.00
"Zm00001d010795"	43.00	43.00	53.00	11.00	15.00	14.00
"Zm00001d010796"	195.00	258.00	185.00	810.00	670.00	632.00
"Zm00001d010797"	7.00	30.00	10.00	6.00	12.00	3.00
"Zm00001d010798"	1775.00	1979.00	4713.00	578.00	768.00	1127.00
"Zm00001d010799"	418.00	397.00	588.00	528.00	494.00	438.00
"Zm00001d010800"	202.00	199.00	77.00	254.00	243.00	200.00
"Zm00001d010802"	3.00	2.00	0.00	20.00	11.00	13.00
"Zm00001d010803"	85.00	85.00	80.00	101.00	104.00	92.00
"Zm00001d010804"	849.00	885.00	750.00	1694.00	1766.00	1275.00
"Zm00001d010806"	124.00	154.00	123.00	164.00	239.00	129.00
"Zm00001d010808"	88.00	83.00	75.00	101.00	100.00	103.00
"Zm00001d010811"	129.00	205.00	195.00	190.00	134.00	136.00
"Zm00001d010812"	682.00	635.00	746.00	558.00	684.00	685.00
"Zm00001d010814"	211.00	171.00	1269.00	97.00	181.00	243.00
"Zm00001d010816"	12.00	14.00	17.00	41.00	48.00	24.00
"Zm00001d010819"	3.00	2.00	9.00	28.00	29.00	25.00
"Zm00001d010821"	1183.00	1534.00	2190.00	432.00	539.00	418.00
"Zm00001d010822"	2212.00	2761.00	2979.00	315.00	299.00	226.00
"Zm00001d010823"	92.00	132.00	149.00	102.00	108.00	87.00
"Zm00001d010824"	99.00	161.00	159.00	190.00	205.00	219.00
"Zm00001d010825"	119.00	124.00	112.00	714.00	906.00	669.00
"Zm00001d010826"	0.00	0.00	0.00	0.00	1.00	1.00
"Zm00001d010828"	2.00	3.00	0.00	35.00	26.00	16.00
"Zm00001d010832"	0.00	0.00	0.00	0.00	1.00	0.00
"Zm00001d010834"	118.00	176.00	110.00	200.00	248.00	160.00
"Zm00001d010835"	226.00	269.00	262.00	553.00	493.00	414.00
"Zm00001d010837"	0.00	1.03	0.00	0.00	0.00	0.00
"Zm00001d010838"	459.00	548.00	690.00	842.00	1000.00	750.00
"Zm00001d010841"	5.00	1.00	0.00	4.00	9.00	5.00
"Zm00001d010842"	237.00	296.00	199.00	214.00	227.00	209.00
"Zm00001d010845"	15.00	38.00	12.00	318.00	260.00	280.00
"Zm00001d010849"	34.52	61.00	45.63	6.00	13.00	9.00
"Zm00001d010850"	145.00	177.00	161.00	505.00	559.00	429.00
"Zm00001d010851"	188.00	300.00	87.00	359.00	289.00	239.00
"Zm00001d010852"	882.00	886.00	612.00	2845.00	2156.00	1899.00
"Zm00001d010855"	7246.00	7401.00	8576.00	7514.00	8318.00	6124.00
"Zm00001d010856"	3.00	0.00	2.00	5.00	1.00	2.00
"Zm00001d010858"	721.00	803.00	934.00	1077.00	971.00	816.00
"Zm00001d010859"	516.00	520.00	622.00	627.00	680.00	530.00
"Zm00001d010862"	66.00	99.00	83.00	91.00	125.00	131.00
"Zm00001d010863"	447.00	538.00	528.00	286.00	341.00	242.00
"Zm00001d010866"	58.00	72.00	85.00	62.00	81.00	45.00
"Zm00001d010867"	680.00	759.00	716.00	1819.00	2176.00	1569.00
"Zm00001d010868"	166.00	188.00	93.00	200.00	147.00	140.00
"Zm00001d010869"	1112.00	1444.00	728.00	1021.00	1132.00	882.00
"Zm00001d010870"	115.00	133.00	105.00	234.00	317.00	256.00
"Zm00001d010871"	16560.00	19223.00	22239.00	5164.00	5706.00	4510.00
"Zm00001d010872"	460.00	438.00	588.00	537.00	624.00	431.00
"Zm00001d010873"	2.00	1.00	0.00	0.00	2.00	0.00
"Zm00001d010875"	24.62	30.56	31.70	21.05	3.15	14.48
"Zm00001d010876"	0.00	1.40	4.30	0.00	14.50	0.00
"Zm00001d010877"	31.00	32.00	42.00	27.00	21.00	20.00
"Zm00001d010880"	119.00	122.00	141.00	530.00	685.00	456.00
"Zm00001d010884"	10.00	16.00	1.00	85.00	87.00	75.00
"Zm00001d010887"	315.00	432.00	404.00	813.00	839.00	700.00
"Zm00001d010892"	997.00	1200.00	1229.00	961.00	1099.00	806.00
"Zm00001d010894"	19.00	16.00	13.00	24.03	25.36	22.00
"Zm00001d010895"	0.00	2.00	0.00	0.00	0.00	0.00
"Zm00001d010896"	0.33	0.33	0.00	0.00	0.00	0.00
"Zm00001d010899"	315.00	371.00	236.00	154.00	181.00	150.00
"Zm00001d010901"	377.00	388.00	373.00	387.00	399.00	322.00
"Zm00001d010902"	261.00	258.00	618.00	101.85	132.00	136.00
"Zm00001d010905"	1.00	2.00	0.00	6.06	4.00	4.00
"Zm00001d010906"	3.00	10.00	2.00	28.00	17.00	21.00
"Zm00001d010907"	4.00	4.00	4.00	0.00	0.00	1.00
"Zm00001d010908"	327.00	296.00	239.00	431.00	467.00	358.00
"Zm00001d010910"	169.00	190.00	199.00	199.00	240.00	182.00
"Zm00001d010911"	0.00	0.00	1.00	0.00	0.00	0.00
"Zm00001d010914"	98.00	108.00	61.00	134.00	137.00	85.00
"Zm00001d010915"	147.00	187.00	163.00	253.00	209.00	205.00
"Zm00001d010918"	24.00	44.00	46.00	20.00	10.00	26.00
"Zm00001d010919"	220.00	228.00	389.00	259.00	331.00	265.00
"Zm00001d010920"	2320.00	2457.00	2331.00	2676.00	2844.00	2298.00
"Zm00001d010924"	214.00	263.00	262.00	110.00	124.00	97.00
"Zm00001d010925"	0.00	0.00	0.00	1.00	0.00	1.00
"Zm00001d010926"	0.00	0.00	0.00	0.00	2.00	1.00
"Zm00001d010927"	226.00	316.00	262.00	255.00	248.00	223.00
"Zm00001d010928"	23.00	29.00	21.00	63.00	102.00	52.00
"Zm00001d010933"	0.00	2.00	0.00	0.00	0.00	0.00
"Zm00001d010939"	0.00	0.00	5.00	0.00	0.00	0.00
"Zm00001d010940"	298.00	354.00	255.00	286.00	337.00	290.00
"Zm00001d010941"	0.00	0.00	0.00	0.00	1.00	0.00
"Zm00001d010942"	0.00	6.00	1.00	37.00	36.00	19.00
"Zm00001d010943"	0.00	2.00	0.00	0.00	1.00	1.00
"Zm00001d010944"	193.00	181.00	217.00	305.00	401.00	265.00
"Zm00001d010945"	44.00	54.00	65.00	466.00	1100.00	906.00
"Zm00001d010946"	240.00	281.00	382.00	256.00	358.00	251.00
"Zm00001d010950"	315.00	335.00	638.00	1138.00	1300.00	941.00
"Zm00001d010954"	164.00	236.00	149.00	266.00	226.00	223.00
"Zm00001d010956"	7847.00	8551.00	8291.00	8521.00	8083.00	7707.00
"Zm00001d010957"	117.00	174.00	116.00	105.00	106.00	96.00
"Zm00001d010958"	85.00	84.00	52.00	127.00	91.00	119.00
"Zm00001d010961"	214.00	159.00	895.00	958.00	1234.00	1050.00
"Zm00001d010965"	1.00	5.00	9.00	110.00	167.00	133.00
"Zm00001d010967"	665.00	798.00	938.00	852.00	855.00	865.00
"Zm00001d010968"	13.00	8.00	8.00	6.00	15.00	10.00
"Zm00001d010969"	140.00	133.00	42.00	95.00	67.00	33.00
"Zm00001d010970"	164.66	150.88	146.40	604.36	585.00	379.66
"Zm00001d010971"	5.34	19.12	25.60	21.64	13.00	16.34
"Zm00001d010972"	7.00	8.00	14.00	34.00	15.00	29.00
"Zm00001d010974"	606.00	745.00	782.00	1040.00	895.00	794.00
"Zm00001d010975"	63.00	74.00	57.00	149.00	148.00	149.00
"Zm00001d010976"	28.00	22.00	25.00	55.00	31.00	30.00
"Zm00001d010982"	580.00	727.00	587.00	669.00	790.00	579.00
"Zm00001d010984"	0.00	0.00	10.00	0.00	0.00	1.00
"Zm00001d010985"	12.00	15.00	5.00	3.00	6.00	3.00
"Zm00001d010986"	0.00	0.00	0.00	4.00	4.00	1.00
"Zm00001d010987"	204.00	361.00	94.00	180.00	168.00	171.00
"Zm00001d010988"	108.00	147.00	132.00	34.00	45.00	60.00
"Zm00001d010993"	1.00	0.00	0.00	0.00	2.46	0.00
"Zm00001d010994"	271.00	366.00	176.00	764.00	925.00	624.00
"Zm00001d010995"	175.00	200.00	225.00	294.00	273.00	236.00
"Zm00001d010997"	159.00	202.00	148.00	248.00	192.00	180.00
"Zm00001d011001"	142.13	161.55	246.01	20.04	16.50	21.49
"Zm00001d011002"	13.87	13.45	8.99	4.96	7.50	1.51
"Zm00001d011003"	60.00	126.00	29.00	113.00	65.00	46.00
"Zm00001d011004"	748.00	952.00	757.00	495.00	672.00	487.00
"Zm00001d011005"	410.00	546.00	434.00	372.00	392.00	289.00
"Zm00001d011006"	778.00	792.00	424.00	75.00	40.00	34.50
"Zm00001d011009"	4.00	1.00	3.00	12.00	5.00	4.00
"Zm00001d011012"	0.00	0.00	0.00	0.00	1.00	0.00
"Zm00001d011013"	467.00	690.00	731.00	1710.00	1675.00	1057.00
"Zm00001d011023"	145.00	182.00	168.00	29.00	39.00	31.00
"Zm00001d011034"	2782.00	3020.00	3138.00	2003.00	1783.00	1355.00
"Zm00001d011035"	60.00	55.00	116.00	6.00	4.00	9.00
"Zm00001d011036"	119.00	116.00	100.00	436.00	307.00	224.00
"Zm00001d011037"	170.00	239.00	83.00	348.00	210.00	183.00
"Zm00001d011038"	23.00	18.00	49.00	48.00	59.00	36.00
"Zm00001d011041"	36.00	19.00	13.00	47.00	76.00	68.00
"Zm00001d011049"	744.00	808.00	1015.00	1035.00	1290.00	989.00
"Zm00001d011050"	119.00	79.00	73.00	67.00	80.00	78.00
"Zm00001d011051"	2491.00	3040.00	2663.00	1097.00	1226.00	886.00
"Zm00001d011056"	1.00	2.00	3.00	2.00	0.00	3.00
"Zm00001d011057"	2.00	0.00	1.00	0.00	0.00	1.00
"Zm00001d011058"	9.00	16.00	26.00	7.00	9.00	5.00
"Zm00001d011060"	115.00	152.00	132.00	2161.00	2635.00	2145.00
"Zm00001d011061"	52.00	59.00	66.00	152.00	130.00	112.00
"Zm00001d011063"	1853.00	1079.00	892.00	701.00	259.00	298.00
"Zm00001d011066"	294.00	349.00	264.00	559.00	658.00	533.00
"Zm00001d011067"	952.00	1119.00	1076.00	463.00	544.00	432.00
"Zm00001d011068"	60.00	78.00	26.00	138.00	148.00	99.00
"Zm00001d011069"	1367.00	1518.00	1381.00	1980.00	1717.00	1461.00
"Zm00001d011073"	1926.00	1980.00	1804.00	798.00	1118.00	651.00
"Zm00001d011075"	172.00	246.00	165.68	230.00	213.88	170.00
"Zm00001d011076"	497.00	634.00	1440.00	1166.00	1441.00	1305.00
"Zm00001d011078"	16.00	14.28	8.00	82.00	55.27	50.29
"Zm00001d011079"	6.00	4.00	20.00	22.00	25.00	12.00
"Zm00001d011080"	45.00	40.00	187.00	324.00	398.00	473.00
"Zm00001d011081"	1881.00	1985.00	1944.00	624.00	510.00	398.00
"Zm00001d011086"	518.00	649.00	585.00	992.00	1112.00	781.00
"Zm00001d011087"	1940.00	2223.00	1996.00	2274.00	2404.00	1988.00
"Zm00001d011089"	383.00	415.00	394.00	420.00	421.00	368.00
"Zm00001d011091"	104.00	111.00	147.00	546.00	394.00	366.99
"Zm00001d011092"	990.00	1143.00	1725.00	489.00	716.00	576.00
"Zm00001d011093"	1409.00	1524.00	1776.00	433.00	557.00	346.00
"Zm00001d011095"	4.00	1.00	4.00	1.00	4.00	5.00
"Zm00001d011096"	402.00	403.00	362.00	1498.00	1420.00	1038.00
"Zm00001d011097"	2.00	1.00	0.00	30.00	32.00	18.00
"Zm00001d011099"	1185.00	1377.00	1152.00	2063.00	1550.00	1250.00
"Zm00001d011100"	356.00	446.00	428.00	547.00	564.00	441.00
"Zm00001d011101"	2.00	1.00	0.00	7.00	3.00	6.00
"Zm00001d011102"	113.00	85.00	85.00	186.00	221.00	166.00
"Zm00001d011103"	54.00	122.00	121.00	150.00	190.00	108.00
"Zm00001d011104"	2097.00	2129.00	1508.00	3225.00	3302.00	2540.00
"Zm00001d011108"	97.00	124.00	130.00	101.00	110.00	101.00
"Zm00001d011110"	7.19	0.00	0.00	1.00	0.00	0.00
"Zm00001d011111"	68.00	85.00	80.00	66.00	113.00	76.00
"Zm00001d011113"	5263.00	6165.00	7848.00	4606.00	5366.00	3706.00
"Zm00001d011117"	25.00	29.00	19.00	41.00	23.00	18.00
"Zm00001d011118"	0.00	0.00	0.00	2.00	5.00	0.00
"Zm00001d011119"	418.00	586.00	521.00	1162.00	1235.00	960.00
"Zm00001d011121"	233.00	323.00	300.00	364.00	392.00	283.00
"Zm00001d011122"	79.00	90.00	76.00	120.00	108.00	95.00
"Zm00001d011123"	76.00	97.00	118.00	76.00	78.00	41.00
"Zm00001d011124"	27.23	33.65	22.73	577.02	472.71	365.01
"Zm00001d011125"	510.00	418.00	424.00	555.00	547.00	392.00
"Zm00001d011126"	36.00	37.00	36.00	18.00	21.00	17.00
"Zm00001d011129"	4.37	4.00	2.00	2.00	0.00	2.00
"Zm00001d011130"	397.00	388.00	350.00	527.00	644.00	490.00
"Zm00001d011131"	76.00	95.00	55.00	175.00	148.00	134.00
"Zm00001d011132"	64.00	74.00	79.00	52.00	74.00	41.00
"Zm00001d011133"	68.00	61.00	60.00	405.00	559.00	387.00
"Zm00001d011134"	35.00	85.00	62.00	95.00	121.00	111.00
"Zm00001d011135"	6.00	19.00	5.00	17.00	18.00	22.00
"Zm00001d011136"	205.00	254.00	241.00	247.00	280.00	212.00
"Zm00001d011138"	22.19	8.25	6.97	52.00	55.84	63.00
"Zm00001d011139"	707.00	780.00	589.00	1092.00	1299.00	968.00
"Zm00001d011140"	129.00	176.00	208.00	396.00	305.00	322.00
"Zm00001d011143"	93.00	63.00	205.00	107.00	97.00	163.00
"Zm00001d011144"	7113.00	8844.00	6057.00	5080.00	6047.00	4439.00
"Zm00001d011145"	55.00	98.00	63.00	123.00	134.00	108.00
"Zm00001d011147"	1469.00	1688.00	2087.00	884.00	870.00	787.00
"Zm00001d011149"	113.00	119.00	272.00	58.00	104.00	83.00
"Zm00001d011150"	44.00	56.00	24.00	69.00	67.00	53.00
"Zm00001d011152"	1389.19	2079.38	1393.46	2444.13	2009.61	1753.42
"Zm00001d011154"	6757.00	7305.00	4670.00	4935.00	4624.00	2644.00
"Zm00001d011155"	328.00	421.00	389.00	389.00	350.00	316.00
"Zm00001d011156"	1.00	2.00	2.00	0.00	4.00	4.00
"Zm00001d011157"	19.00	20.00	22.00	92.00	165.00	161.00
"Zm00001d011158"	90.00	99.00	88.00	162.00	155.00	141.00
"Zm00001d011159"	457.00	511.00	660.00	693.00	793.00	684.00
"Zm00001d011160"	86.00	127.00	88.00	111.00	78.00	85.00
"Zm00001d011162"	1158.00	1317.00	1512.00	1679.00	2264.00	1583.00
"Zm00001d011164"	45.00	50.00	18.00	104.00	151.00	92.00
"Zm00001d011165"	50.00	59.00	67.00	48.00	56.00	50.00
"Zm00001d011166"	350.00	457.00	431.00	827.00	784.00	691.00
"Zm00001d011167"	351.00	443.00	387.00	439.00	484.00	342.00
"Zm00001d011168"	131.00	205.00	220.00	243.00	282.00	242.00
"Zm00001d011174"	1196.00	1612.00	1109.00	1023.86	1060.00	828.00
"Zm00001d011177"	201.00	199.00	196.00	313.00	356.00	297.00
"Zm00001d011178"	443.00	492.00	559.53	413.00	479.00	355.34
"Zm00001d011179"	101.00	103.00	126.00	122.00	161.00	125.00
"Zm00001d011180"	777.00	859.00	1059.00	893.00	1001.00	728.00
"Zm00001d011181"	0.00	0.00	0.00	1.00	0.00	0.00
"Zm00001d011182"	0.00	0.00	0.00	0.00	0.00	1.00
"Zm00001d011183"	1975.00	1897.00	1099.00	67312.70	75627.00	65099.49
"Zm00001d011185"	90.00	76.00	117.00	249.00	287.00	211.00
"Zm00001d011187"	12.00	13.00	2.00	1.00	2.00	1.00
"Zm00001d011188"	763.00	783.00	890.00	1133.00	1097.00	908.00
"Zm00001d011189"	115.00	142.00	64.00	84.00	71.00	76.00
"Zm00001d011192"	427.00	511.00	291.00	893.00	791.00	644.00
"Zm00001d011193"	14.00	24.00	19.92	9.00	10.00	9.00
"Zm00001d011195"	98.00	108.00	161.00	67.00	81.00	57.00
"Zm00001d011197"	503.00	594.00	700.00	410.00	580.00	497.00
"Zm00001d011198"	48.00	98.00	32.00	4.00	2.00	2.00
"Zm00001d011199"	40.00	60.00	45.00	175.00	172.00	139.00
"Zm00001d011202"	87.00	135.00	203.00	76.00	78.00	81.00
"Zm00001d011204"	39.00	40.00	55.00	41.00	61.00	50.00
"Zm00001d011207"	26.00	10.00	15.00	14.00	21.00	19.00
"Zm00001d011208"	78.00	121.00	182.00	72.00	71.00	58.00
"Zm00001d011210"	534.00	543.00	498.00	650.00	447.00	420.00
"Zm00001d011211"	11.00	6.00	3.00	19.00	23.00	14.00
"Zm00001d011212"	0.00	2.00	0.00	0.00	1.00	0.00
"Zm00001d011213"	524.00	697.00	851.00	873.00	915.00	707.00
"Zm00001d011214"	12.00	12.00	5.00	2.00	2.00	0.00
"Zm00001d011217"	332.00	414.00	919.00	337.00	354.00	442.00
"Zm00001d011220"	622.00	704.00	774.00	548.00	580.00	425.00
"Zm00001d011222"	259.00	294.00	264.00	500.00	442.00	374.00
"Zm00001d011223"	231.00	298.00	190.00	351.00	334.00	270.00
"Zm00001d011224"	61.00	84.00	49.00	127.00	159.00	102.00
"Zm00001d011225"	54.00	56.00	51.00	59.00	64.00	77.00
"Zm00001d011226"	170.00	221.00	172.00	493.00	521.00	452.00
"Zm00001d011227"	0.00	0.00	3.00	0.00	0.00	0.00
"Zm00001d011228"	1486.00	1676.00	6478.00	5395.00	7780.00	6184.00
"Zm00001d011229"	5.00	6.00	5.00	1.00	0.00	0.00
"Zm00001d011231"	374.00	452.00	357.00	450.00	456.00	333.00
"Zm00001d011233"	303.00	480.00	382.00	495.00	409.00	373.00
"Zm00001d011235"	0.00	1.00	0.00	0.00	0.00	0.00
"Zm00001d011236"	96.00	102.00	51.00	207.00	235.00	173.00
"Zm00001d011237"	0.00	0.00	0.00	0.00	1.00	0.00
"Zm00001d011239"	316.00	316.00	300.00	311.00	330.00	291.00
"Zm00001d011241"	3.00	8.00	2.00	1.00	1.00	0.00
"Zm00001d011242"	48.00	51.00	46.00	38.00	79.00	53.00
"Zm00001d011243"	209.00	253.00	267.00	207.00	225.00	145.00
"Zm00001d011244"	15.16	15.90	4.10	5.53	10.42	8.33
"Zm00001d011245"	87.00	115.00	99.00	137.00	191.00	135.00
"Zm00001d011246"	0.00	4.00	0.00	11.00	20.00	6.00
"Zm00001d011252"	264.00	278.00	302.00	270.00	260.00	204.00
"Zm00001d011253"	886.78	1323.82	798.00	866.51	584.82	566.00
"Zm00001d011255"	14.00	15.00	10.00	26.00	26.00	20.00
"Zm00001d011256"	3388.00	3334.00	2938.00	528.00	557.00	389.00
"Zm00001d011257"	2.00	1.00	3.00	0.00	1.00	0.00
"Zm00001d011258"	316.00	443.00	489.00	250.00	313.00	280.00
"Zm00001d011259"	0.00	0.00	0.00	1.00	0.00	0.00
"Zm00001d011263"	45.00	60.00	26.00	222.00	222.00	157.00
"Zm00001d011266"	183.00	204.00	199.00	285.00	289.00	239.00
"Zm00001d011268"	51.00	57.00	86.00	0.00	5.00	3.00
"Zm00001d011269"	420.00	660.00	448.00	6075.00	10315.00	6457.00
"Zm00001d011272"	256.00	365.00	323.00	620.00	497.00	529.00
"Zm00001d011275"	582.00	727.00	648.00	1078.00	1323.00	946.00
"Zm00001d011276"	1.00	40.00	2.00	80.00	108.00	93.00
"Zm00001d011277"	0.00	0.00	1.00	0.00	0.00	0.00
"Zm00001d011278"	392.00	399.00	415.00	524.00	607.00	421.00
"Zm00001d011282"	293.00	373.00	380.00	420.00	383.00	367.00
"Zm00001d011283"	282.00	294.00	192.00	385.00	283.00	227.00
"Zm00001d011285"	8197.00	8830.00	3789.00	5569.00	5909.00	8137.00
"Zm00001d011286"	85.00	151.00	116.00	321.00	441.00	256.00
"Zm00001d011288"	124.00	170.00	204.00	119.00	120.00	123.00
"Zm00001d011290"	0.00	1.00	1.00	0.00	0.00	0.00
"Zm00001d011297"	1.00	12.00	1.00	3.00	1.00	1.00
"Zm00001d011298"	167.00	173.00	190.00	251.00	202.00	180.00
"Zm00001d011301"	15.00	13.00	1.00	72.00	60.00	44.00
"Zm00001d011302"	29.00	58.00	29.00	72.00	91.00	58.00
"Zm00001d011303"	3.00	3.00	0.00	0.00	0.00	0.00
"Zm00001d011308"	143.00	169.00	129.00	153.00	268.00	186.00
"Zm00001d011309"	632.00	769.00	704.00	651.00	616.00	553.00
"Zm00001d011311"	74.00	82.00	36.00	168.00	95.00	110.00
"Zm00001d011312"	30.00	51.00	105.98	44.00	39.00	35.00
"Zm00001d011314"	114.00	60.00	35.00	117.00	137.00	92.00
"Zm00001d011315"	3.00	1.00	0.00	121.00	104.00	156.00
"Zm00001d011319"	0.00	1.00	0.00	19.00	11.00	17.00
"Zm00001d011321"	579.00	694.00	721.00	567.00	725.00	563.00
"Zm00001d011325"	80.00	86.00	80.00	306.00	318.00	209.00
"Zm00001d011326"	0.00	0.00	0.00	1.00	0.00	0.00
"Zm00001d011327"	3.00	0.00	6.00	1.00	1.00	1.00
"Zm00001d011328"	2.00	0.00	2.00	0.00	0.00	0.00
"Zm00001d011329"	96.00	108.00	130.00	70.00	91.00	81.00
"Zm00001d011330"	445.00	490.00	644.00	728.00	804.00	615.00
"Zm00001d011331"	695.00	799.00	765.00	172.00	187.00	203.00
"Zm00001d011334"	368.00	468.00	523.00	99.00	78.00	97.00
"Zm00001d011335"	10.00	19.00	11.00	5.00	3.00	4.00
"Zm00001d011336"	133.00	158.00	111.00	871.00	702.00	631.00
"Zm00001d011340"	0.00	0.00	0.00	0.00	0.00	1.00
"Zm00001d011347"	155.00	156.00	130.00	388.00	276.00	238.00
"Zm00001d011348"	275.00	274.00	114.00	948.00	1037.00	774.00
"Zm00001d011349"	42.00	67.00	32.00	308.00	311.00	201.00
"Zm00001d011351"	216.00	243.00	189.00	449.00	399.00	342.00
"Zm00001d011352"	0.00	1.00	0.00	0.00	0.00	0.00
"Zm00001d011353"	336.96	413.52	380.48	378.64	529.31	417.62
"Zm00001d011355"	235.00	317.00	319.00	309.00	337.00	260.00
"Zm00001d011357"	47.00	83.00	33.00	244.00	262.00	228.00
"Zm00001d011360"	40.00	41.00	43.00	90.00	123.00	85.00
"Zm00001d011362"	368.00	409.00	273.00	1335.00	1245.00	1043.00
"Zm00001d011363"	754.00	1138.00	951.00	2345.00	2683.00	2028.00
"Zm00001d011364"	6.00	15.00	5.00	30.00	28.00	30.00
"Zm00001d011365"	3.00	3.00	2.00	12.00	18.00	7.00
"Zm00001d011366"	328.17	408.51	490.00	510.40	468.16	399.78
"Zm00001d011367"	0.03	0.00	0.00	0.00	0.03	0.02
"Zm00001d011368"	2.15	2.35	0.00	0.00	1.99	2.24
"Zm00001d011369"	49.00	74.00	86.00	156.00	135.00	135.00
"Zm00001d011370"	75.00	74.00	105.00	62.00	64.00	71.00
"Zm00001d011373"	136.00	112.00	421.00	383.00	326.00	319.00
"Zm00001d011377"	381.00	484.00	527.00	305.00	285.00	226.00
"Zm00001d011378"	0.00	1.00	2.00	20.00	20.00	40.00
"Zm00001d011379"	108.00	122.00	145.00	191.20	192.47	182.61
"Zm00001d011380"	0.00	0.00	0.00	5.80	12.53	1.39
"Zm00001d011384"	27.00	20.00	22.99	42.00	20.00	25.00
"Zm00001d011386"	377.79	415.19	179.50	771.09	662.13	580.10
"Zm00001d011387"	627.21	733.81	678.50	646.91	972.87	638.90
"Zm00001d011388"	3.00	3.00	0.00	1.00	0.00	1.00
"Zm00001d011392"	78.00	64.00	361.00	503.00	465.00	424.00
"Zm00001d011393"	5.00	1.00	22.00	15.00	11.00	22.00
"Zm00001d011395"	9.00	8.00	4.00	15.00	14.14	10.31
"Zm00001d011396"	343.00	329.00	1196.00	857.00	1102.00	915.00
"Zm00001d011398"	0.00	2.00	2.00	2.00	0.00	0.00
"Zm00001d011401"	637.00	737.00	664.00	533.00	509.00	455.00
"Zm00001d011403"	8.00	15.00	116.00	36.00	41.00	48.00
"Zm00001d011405"	25.00	23.00	43.00	5.00	6.00	6.00
"Zm00001d011406"	132.00	280.00	83.00	104.00	112.00	102.00
"Zm00001d011411"	173.00	231.00	217.00	385.00	307.00	296.00
"Zm00001d011412"	129.00	51.00	86.00	68.00	86.00	87.00
"Zm00001d011413"	2.00	3.00	0.00	76.00	85.00	60.00
"Zm00001d011414"	0.00	2.04	3.00	0.00	0.00	2.00
"Zm00001d011417"	17.00	18.00	17.00	96.00	50.00	68.00
"Zm00001d011418"	607.00	789.00	673.00	958.00	1256.00	940.00
"Zm00001d011419"	4.00	6.00	4.00	185.00	105.00	111.00
"Zm00001d011422"	22.00	24.00	39.00	16.00	14.00	13.00
"Zm00001d011424"	573.00	624.00	1039.00	437.00	476.00	401.00
"Zm00001d011425"	336.00	318.00	1296.00	80.00	129.00	88.00
"Zm00001d011426"	30.00	37.00	33.00	55.00	69.00	49.00
"Zm00001d011427"	188.00	231.00	166.00	324.00	242.00	230.00
"Zm00001d011428"	127.00	148.00	114.92	155.00	153.79	105.00
"Zm00001d011429"	0.00	0.00	6.08	0.00	2.21	0.00
"Zm00001d011430"	0.00	1.00	0.00	0.00	0.00	0.00
"Zm00001d011431"	1.00	1.00	1.00	1.00	1.00	1.00
"Zm00001d011433"	15.00	10.00	17.00	15.00	13.00	8.00
"Zm00001d011434"	18.00	14.00	147.00	83.00	141.00	154.00
"Zm00001d011435"	3.00	1.00	6.00	0.00	0.00	0.00
"Zm00001d011436"	472.00	597.00	584.00	84.00	89.00	73.00
